1096 dni;Drama;Biography
1670;History;Drama
365 dni;Romance;Drama
Ahsoka;Sci-Fi;Adventure
Alice in Borderland;Mystery;Thriller;Sci-Fi
American Pie;Comedy;Romance
American Horror Story;Horror;Drama
Anioły i Demony;Mystery;Thriller
Annabele;Horror;Mystery
Annable;Horror
Arcane;Animation;Action;Drama
Arcane;Animation;Action;Drama
Avengers: Czas Ultrona;Action;Sci-Fi
Bad Boys;Action;Comedy
Batman (2022);Action;Mystery;Crime
Batman Dark Knight;Action;Crime;Drama
Battleship: Bitwa o Ziemię;Action;Sci-Fi;Adventure
Behawiorysta;Crime;Drama;Thriller
Better Call Saul;Crime;Drama
Big Mouth;Animation;Comedy
Black Mirror;Sci-Fi;Drama
Black Bird;Drama;Crime
Black Mirror;Sci-Fi;Drama
Blade Runner 2049;Sci-Fi;Mystery;Drama
Blood & Walter;Drama;Thriller
Borderlands;Action;Sci-Fi;Fantasy
Boso przez świat;Biography;Adventure
Breaking Bad;Drama;Crime
Braveheart;History;War;Drama
Brickleberry;Animation;Comedy
Bridgeton;Romance;Drama
Bullet Train;Action;Mystery;Comedy
Chronicle;Sci-Fi;Mystery;Drama
Chłopiec i Czapla;Animation;Fantasy;Family
Cicha Noc;Drama
Cobra Kai;Drama;Sport;Action
Contratiempo;Mystery;Thriller
Cowboy Bebop;Animation;Sci-Fi;Action
Cyberpunk;Sci-Fi;Action;Drama
Czarna Lista;Crime;Thriller;Drama
Czarne Lustro;Sci-Fi;Drama
Dan da dan;Mystery;Action
Dark;Sci-Fi;Mystery;Thriller
Deadpool;Action;Comedy
Devilman crybaby;Animation;Horror;Drama
Dexter;Crime;Drama;Thriller
Diabeł ubiera się u Prady;Comedy;Drama
Dinner in America;Comedy;Romance
Diuna;Sci-Fi;Adventure;Drama
Django;Western;Drama;Action
Doctor Who;Sci-Fi;Adventure
Dom zły;Crime;Drama;Mystery
Dr. Stone;Animation;Adventure;Sci-Fi
Durarara;Animation;Action;Mystery
Dwunastu gniewnych ludzi;Drama
Dziennik Bridget Jones;Comedy;Romance
Eternals;Action;Sci-Fi;Fantasy
Ex Machina;Sci-Fi;Drama
Family Guy;Animation;Comedy
Fate;Fantasy;Action
Fight Club;Drama
Focus;Comedy;Crime
Forrest Gump;Drama;Romance
From;Mystery;Sci-Fi
Gambit Królowej;Drama
Game of Thrones;Fantasy;Drama;Action
Gladiator;Action;Drama
Glass Onion;Mystery;Comedy
Gotowe na wszystko;Drama;Comedy
Gra o Tron;Fantasy;Drama;Action
Gran Torino;Drama
Grand Budapest Hotel;Comedy;Drama
Gravity fals;Animation;Adventure;Mystery
Grawitacja;Sci-Fi;Drama
Grindhouse: Death Proof;Action;Thriller
Gwiezdne Wojny;Sci-Fi;Adventure
Handmaid's tale;Drama;Sci-Fi
Harry Potter;Fantasy;Adventure
Harry Potter wszystkie części;Fantasy;Adventure
Hazbin Hotel;Animation;Comedy
Hell raiser;Horror
Historia Lyle'a i Erika Mendezów;Biography;Crime
Hobbit;Fantasy;Adventure
House of cards;Drama;Thriller
Idiokracja;Comedy;Sci-Fi
Igrzyska Śmierci;Sci-Fi;Action;Drama
Incepcja;Sci-Fi;Thriller
Infamia;Drama
Iniemamocni;Animation;Family;Action
Interstellar;Sci-Fi;Adventure;Drama
Invinvible;Animation;Action;Sci-Fi
Irlandczyk;Biography;Crime;Drama
Jacob's Ladder;Horror;Mystery
Jak Poznałem Waszą Matkę;Comedy;Romance
Jak Wytresować Smoka;Animation;Fantasy;Family
Jak sprzedawać dragi w sieci (szybko);Drama;Crime
John Wick;Action;Thriller
Joker;Crime;Drama
Joker: Folie à deux;Crime;Drama;Musical
Jurassic World;Sci-Fi;Adventure;Action
K-on;Animation;Music;Comedy
Kac Vegas;Comedy
Kac Wawa;Comedy
Kapitan Ameryka: Wojna bohaterów;Action;Adventure
Kapitan Bomba;Animation;Comedy
Kapitan Phillips;Thriller;Drama
Kill Bill;Action;Thriller
Kingsman;Action;Comedy
Knives out;Mystery;Comedy
Kobiety Mafii;Crime;Drama
Kod Leonarda Da Vinci;Mystery;Thriller
Kraina Lodu;Animation;Family;Fantasy
La Cara Oculta;Mystery;Thriller
La Casa De Papel;Crime;Drama
Legenda Aanga;Animation;Fantasy;Adventure
Liga sprawiedliwości;Action;Sci-Fi
List do M. 2;Comedy;Romance
Listy do M.;Comedy;Romance
Loki;Action;Fantasy;Sci-Fi
Londyn w ogniu;Action;Thriller
Lot;Drama;Mystery
Lucyfer;Crime;Drama;Fantasy
Luther;Crime;Drama;Thriller